num_viewed,num_completed,num_transactions,money_spent
3,2,4,18.189999999999998
1,1,2,45.239999999999995
2,1,7,33.9
2,1,5,21.92
3,0,6,12.39
2,1,7,128.2
0,2,4,85.19999999999999
3,0,4,6.98
4,2,13,120.28999999999999
2,0,4,15.6
3,0,6,17.869999999999997
2,0,4,13.120000000000001
1,1,3,7.369999999999999
6,3,7,107.89999999999998
5,3,3,76.44
4,0,3,78.83
3,2,13,35.16
4,1,2,47.51
3,3,8,253.35
2,2,4,87.30000000000001
2,2,5,82.85
5,4,12,167.29999999999995
4,5,11,145.09
5,5,13,308.93000000000006
1,1,10,190.80999999999997
5,6,18,344.68000000000006
4,4,18,272.85
2,0,5,14.829999999999998
4,2,14,42.98
6,3,15,162.13
6,4,14,261.65
4,0,0,0.0
4,2,17,34.07
4,3,10,90.94000000000001
2,2,4,30.1
5,4,8,176.95
3,3,16,221.64
4,4,10,208.67000000000002
5,3,8,28.44
2,3,8,198.05
2,0,7,13.35
2,1,5,114.80000000000001
5,5,9,254.67
6,3,4,110.64999999999999
5,2,5,118.48
3,1,3,43.58
4,2,4,69.92
4,5,18,214.52000000000004
2,3,6,145.98
3,1,6,19.97
3,1,7,15.48
2,3,9,150.23000000000002
2,3,3,46.66
3,1,12,42.17
4,4,30,220.22
4,4,16,154.45999999999998
4,0,3,7.3500000000000005
2,1,2,34.52
6,0,0,0.0
6,4,7,184.63
2,0,5,106.33
5,4,8,221.20000000000002
6,4,4,83.17
2,5,8,94.75000000000001
5,2,12,186.07000000000002
3,0,0,0.0
1,0,3,11.63
5,6,21,283.51
6,1,30,83.03999999999999
2,2,4,106.28
2,2,7,157.27999999999997
3,1,2,47.800000000000004
3,3,15,276.75
3,3,8,32.04
2,4,8,205.38000000000002
4,0,10,19.65
4,3,10,146.84
4,4,21,77.48
2,2,6,213.03
3,0,6,21.589999999999996
1,0,2,6.890000000000001
4,2,17,59.14000000000001
0,1,2,50.900000000000006
6,3,6,73.76
4,2,7,19.340000000000003
6,5,24,74.71000000000002
4,5,17,409.45
5,2,6,172.63
4,2,4,112.56
6,5,6,104.39999999999999
4,4,4,79.38
5,5,8,103.6
4,2,19,45.14
6,3,6,58.05
2,4,11,146.05
3,4,9,213.45
2,0,6,71.60000000000001
4,3,13,145.45
5,3,12,248.32000000000002
5,1,16,106.15
2,0,6,11.71
2,2,5,99.88
4,5,6,161.66000000000003
6,6,17,357.30999999999995
2,1,1,27.26
2,4,8,202.70000000000002
6,6,8,150.17000000000002
4,0,15,39.75
5,5,11,234.46999999999994
3,0,4,4.859999999999999
2,1,11,30.57
4,2,18,74.65
6,5,8,172.73000000000002
3,2,7,162.47
5,3,19,69.32
2,0,11,33.13
4,2,6,185.2
3,3,9,29.099999999999998
3,1,4,96.00999999999999
3,0,4,19.35
1,0,8,15.97
4,5,8,121.94000000000001
5,2,8,162.68
2,3,3,59.21
2,0,7,22.240000000000002
1,2,10,40.489999999999995
2,2,7,80.34
4,2,5,78.64999999999999
1,1,6,17.759999999999998
2,2,13,37.91
6,4,7,176.20000000000002
4,4,10,144.26
4,0,3,9.3
2,2,6,64.71000000000001
2,5,7,97.11
5,3,8,80.75
3,4,9,248.63
3,0,15,37.339999999999996
3,5,12,192.25
3,2,7,176.46
2,3,11,44.63999999999999
1,1,7,15.32
4,3,13,333.14
4,1,2,25.9
5,1,4,22.12
3,0,3,50.08
2,1,7,104.58
5,3,3,49.550000000000004
2,1,3,12.74
4,4,8,131.07999999999998
1,1,8,236.14000000000001
4,3,7,121.91
2,0,3,13.26
3,2,15,38.22
3,2,4,84.09
1,1,5,17.42
1,0,7,18.169999999999998
2,1,4,66.84
3,4,28,127.81000000000002
1,1,6,20.31
6,5,14,371.31
3,1,2,37.59
5,4,15,177.48000000000002
3,0,4,8.36
3,0,5,18.04
2,3,14,215.03999999999996
3,1,6,15.1
3,3,14,265.82
1,1,5,16.610000000000003
2,3,12,177.43
3,3,7,149.65
4,4,8,184.91000000000003
3,6,5,126.75
5,1,2,54.68
4,5,12,112.58999999999999
5,1,2,46.0
5,1,12,30.900000000000002
3,0,3,13.54
5,4,8,199.57999999999998
2,1,12,42.44999999999999
4,3,4,63.6
3,2,11,71.89
4,5,11,150.59
2,1,10,146.94
3,2,4,59.370000000000005
5,1,12,41.61999999999999
3,2,4,97.45
2,1,5,22.880000000000003
4,6,13,263.18
5,1,2,35.58
2,2,6,28.720000000000002
3,3,4,100.20000000000002
5,4,5,99.98000000000002
3,1,4,92.87
4,0,7,14.43
5,5,11,237.29000000000002
4,3,9,190.68
1,1,4,75.28999999999999
2,2,17,170.28
5,3,16,42.260000000000005
2,1,4,106.88
5,1,3,47.08
5,5,16,268.23999999999995
4,2,3,74.22
2,0,4,11.55
4,2,7,112.47
5,3,5,124.75
5,5,13,292.51
3,2,13,42.89
3,2,9,24.950000000000003
5,3,5,118.7
1,0,9,16.75
3,0,5,9.84
2,1,7,139.27
1,1,8,30.909999999999997
4,0,14,22.219999999999995
4,4,12,143.38
3,2,14,51.00000000000001
2,3,2,72.11
2,1,6,10.89
2,1,4,14.96
3,3,6,152.14
2,2,17,240.90000000000003
4,3,6,127.69
2,0,5,9.840000000000002
6,6,8,101.92999999999998
2,0,2,27.62
3,2,13,51.31
2,1,12,42.56
5,3,8,147.75
5,1,2,38.91
2,0,11,24.81
2,1,4,25.87
4,2,7,148.49
5,0,5,14.0
3,4,8,188.08
6,2,3,431.61
3,6,10,222.98
1,0,7,69.25999999999999
4,1,3,108.74000000000001
3,3,20,73.33000000000001
4,4,21,335.36
3,3,6,135.2
4,2,2,35.6
2,2,17,56.36000000000001
4,5,16,300.68
1,0,5,135.19
5,3,8,226.37
3,0,7,32.74
5,3,4,104.12
4,4,16,219.08
6,3,3,84.44999999999999
4,0,8,18.190000000000005
4,2,13,77.01999999999998
5,4,7,175.08999999999997
2,2,5,116.49000000000001
3,3,12,235.72999999999996
4,4,13,254.45999999999998
4,3,6,173.08
5,3,6,33.9
3,4,8,151.77999999999997
1,0,2,10.99
3,1,4,48.029999999999994
5,2,8,114.23
3,3,13,114.81000000000002
2,0,4,8.799999999999999
6,3,8,268.76
2,3,10,174.25
4,1,17,44.00000000000001
4,1,5,163.04999999999998
3,1,11,131.33
1,3,5,143.52
3,0,5,17.110000000000003
6,4,9,189.57999999999998
1,0,1,3.19
3,0,11,25.790000000000003
6,5,15,329.8599999999999
4,4,15,269.59999999999997
2,1,3,72.08
4,1,2,22.740000000000002
4,0,4,8.55
4,2,7,27.950000000000003
4,2,11,92.60000000000001
5,0,2,3.6599999999999997
3,2,9,110.97999999999999
4,3,8,179.47
4,2,19,63.64
5,0,3,7.3
4,3,13,118.79
4,0,0,0.0
5,2,10,32.51
5,2,5,71.47
1,2,4,88.18
4,1,8,120.56
3,0,4,10.26
3,4,6,136.8
5,2,6,145.38
5,4,5,52.49
4,2,6,94.1
3,2,6,150.61
3,0,4,16.38
1,0,5,102.66999999999999
5,5,13,213.67999999999998
3,2,4,96.4
4,4,8,162.26
3,0,6,15.95
5,4,7,100.18000000000002
3,2,3,57.480000000000004
1,1,1,24.38
4,2,17,49.28999999999999
1,0,3,4.59
2,1,9,232.52
5,3,12,83.91999999999999
4,3,5,98.82000000000001
5,1,3,70.28
4,3,9,234.82999999999998
4,4,8,156.57
2,2,17,74.74999999999999
5,5,11,160.01000000000002
4,0,0,0.0
4,5,13,320.10999999999996
2,2,6,95.11
1,1,9,32.75
4,2,4,110.8
1,0,0,0.0
3,1,1,24.78
4,0,2,34.82
2,2,8,30.3
4,2,10,189.14
3,4,4,98.16
4,2,9,121.38
3,3,7,185.77
4,1,8,20.47
2,2,8,187.51999999999998
2,2,10,42.48
4,2,20,75.49
4,2,17,48.959999999999994
4,1,8,38.28
3,1,4,10.45
4,3,9,199.89
3,3,25,71.32000000000001
2,2,5,126.19
1,4,7,205.62
2,1,9,49.09
5,5,22,414.24000000000007
5,5,12,272.10999999999996
3,0,5,7.6
2,3,8,213.39
5,2,3,69.44
0,0,3,13.2
4,2,20,76.21
5,5,8,134.21
4,1,1,9.76
3,0,3,60.129999999999995
2,1,2,41.17
4,3,9,171.73
4,2,19,57.54999999999999
5,5,8,145.97
1,0,0,0.0
1,2,10,142.22
5,3,6,173.6
1,0,5,12.34
4,0,4,7.140000000000001
3,3,10,178.96
3,0,1,16.8
4,4,11,287.47
6,3,17,233.44
2,3,11,185.81
1,4,5,156.9
3,2,12,53.58999999999999
2,1,8,62.58
3,0,7,16.53
3,0,10,18.020000000000003
2,3,6,24.0
2,2,12,18.910000000000004
5,0,0,0.0
6,4,9,226.60000000000002
3,2,9,215.09
2,0,5,23.93
3,2,4,53.32
3,2,10,83.76
4,4,9,107.67999999999999
1,0,4,21.790000000000003
4,3,5,81.49000000000001
4,0,3,6.0
5,5,19,218.82000000000002
4,3,7,147.14999999999998
2,2,2,59.18
5,5,11,238.97
1,1,7,20.45
3,2,23,44.81
6,3,2,39.0
5,4,6,90.5
3,0,0,0.0
3,1,4,75.15
3,2,10,25.44
2,0,2,3.95
3,3,25,101.83
2,1,15,25.61
3,1,18,52.95
5,4,17,289.2
2,3,3,98.36999999999999
5,1,1,15.64
4,4,17,207.49
6,5,14,198.23
5,1,7,21.86
1,2,5,127.09
2,3,8,197.19
3,4,16,122.04999999999998
4,3,15,231.12
4,5,6,123.85000000000001
5,4,17,362.07000000000005
2,3,20,80.04
3,0,14,29.560000000000002
4,0,0,0.0
3,0,3,6.12
3,3,10,146.64000000000001
4,4,21,77.03999999999999
1,1,12,39.07
3,3,5,70.17
2,0,2,32.65
4,0,11,24.429999999999996
3,1,3,46.620000000000005
3,2,8,204.31999999999996
6,5,10,258.11
3,1,3,75.03
3,2,10,103.01
6,0,14,54.82
3,3,9,142.99
6,4,6,89.79
4,3,11,261.73
4,3,7,122.74
2,2,4,109.53
2,3,5,146.22
4,3,17,148.79000000000002
2,2,5,92.70000000000002
3,2,6,179.72000000000003
1,0,2,3.63
3,2,5,21.93
3,2,8,63.239999999999995
6,0,1,20.16
4,0,5,111.96000000000001
2,0,1,7.1
3,1,5,84.5
0,0,6,26.490000000000002
4,2,3,13.92
5,3,9,41.290000000000006
4,3,11,138.79
3,0,4,14.43
2,0,2,33.93
4,4,6,114.03999999999999
4,3,10,156.06999999999996
5,5,22,239.8
4,3,2,44.510000000000005
5,3,21,57.589999999999996
4,4,12,200.74000000000004
2,0,4,13.580000000000002
5,5,13,235.95000000000002
4,2,4,22.58
4,3,4,114.37
6,4,8,221.05
2,1,10,113.64000000000001
2,0,3,4.76
3,3,9,249.16000000000003
3,5,11,273.45
2,0,12,32.17
5,4,11,120.93
3,1,14,38.36
4,0,2,4.78
3,1,21,78.47999999999999
3,2,7,150.45000000000002
0,0,5,7.989999999999999
1,3,6,147.18
3,3,5,97.22
4,4,12,158.85999999999999
3,2,16,48.150000000000006
2,0,6,12.57
4,3,6,96.11
4,3,4,94.80000000000001
5,4,10,116.96
4,2,4,78.49
3,3,3,69.95
5,4,13,255.21000000000004
3,5,8,143.77
3,1,12,28.42
4,3,7,181.79999999999998
0,0,3,9.45
3,1,4,105.25999999999999
4,5,8,121.66
1,3,6,160.76
3,5,9,126.6
2,2,5,144.57
4,1,2,62.14
3,2,14,56.400000000000006
3,0,6,138.85999999999999
6,1,1,14.66
3,2,6,119.23
3,3,10,129.07
1,0,5,13.41
3,2,14,34.480000000000004
3,0,4,6.99
2,2,20,212.70999999999998
2,1,8,142.58
4,4,11,79.62
3,0,11,25.950000000000003
5,1,1,24.15
4,4,13,165.35999999999999
3,5,18,368.98999999999995
4,1,6,13.97
5,4,17,186.60000000000002
3,1,13,61.720000000000006
1,0,2,44.980000000000004
4,2,26,111.51999999999997
1,3,3,74.16
4,3,7,115.69
3,3,11,208.36
3,3,6,133.29000000000002
3,0,7,18.939999999999998
4,3,10,272.01
4,3,11,138.33
3,0,3,8.15
4,1,10,38.59
5,2,5,59.06
3,1,16,40.15
6,2,4,63.88999999999999
4,3,5,97.47
2,3,15,44.0
3,1,2,52.6
3,3,9,193.47000000000003
1,0,6,15.04
4,1,5,16.83
3,0,8,16.5
2,0,3,6.95
3,3,4,80.98
4,5,14,219.60000000000002
4,4,16,163.30999999999997
2,0,6,13.57
2,0,10,36.35
4,1,11,25.77
4,3,7,180.94
4,2,2,54.19
5,1,4,13.95
3,4,8,167.92999999999998
4,2,7,126.38000000000002
4,1,4,80.55
3,2,16,108.13000000000001
2,3,8,147.71
3,2,7,25.54
5,3,8,73.98
3,1,5,167.57
4,3,6,178.0
1,0,8,29.729999999999997
5,4,8,159.52999999999997
4,2,7,94.29
0,1,7,21.92
3,1,3,10.87
3,1,4,8.8
4,5,10,263.68
3,0,5,8.1
5,4,14,119.42
2,3,5,126.28999999999999
2,1,7,20.009999999999998
5,2,5,101.77
3,2,11,237.33
2,0,3,7.16
1,0,2,27.25
4,1,7,142.07999999999998
5,0,0,0.0
3,0,6,14.05
2,2,5,116.33
3,0,3,3.02
3,1,13,23.77
5,4,9,192.88000000000005
1,1,2,46.83
2,1,6,150.55
4,1,20,49.220000000000006
5,4,5,80.48999999999998
3,1,4,19.849999999999998
5,3,22,162.46
3,4,6,143.85999999999999
3,0,1,0.23
2,3,10,179.98000000000002
4,0,17,51.63
2,4,13,200.8
3,3,19,62.30999999999999
4,3,19,74.07
2,1,5,107.02
5,4,5,114.70000000000002
2,1,5,21.69
4,2,14,123.98000000000002
4,1,1,21.13
4,4,10,152.05
3,2,4,112.45
3,0,0,0.0
4,3,6,80.83999999999999
3,2,3,60.220000000000006
3,3,17,51.58000000000001
3,1,4,13.09
2,2,6,155.88
1,1,8,149.99
5,3,5,99.69
4,3,8,225.43
2,0,7,29.03
3,2,4,65.24
2,0,3,7.63
5,5,13,226.79000000000002
4,3,8,124.65
3,0,6,11.89
3,5,7,189.24
3,2,6,24.36
4,2,12,37.28000000000001
5,0,3,5.01
2,0,0,0.0
4,1,11,31.790000000000003
3,2,5,69.04
4,2,15,260.41999999999996
5,6,10,250.02999999999997
4,0,2,18.0
2,2,12,112.91000000000003
4,3,12,250.14
2,0,7,12.590000000000002
4,2,6,108.43
3,2,7,99.23
4,2,15,41.79
3,1,7,78.16
3,0,7,10.89
2,2,6,177.34
2,2,11,118.41000000000001
2,1,6,34.03
3,1,7,158.25000000000003
3,2,14,51.92
6,4,15,292.04
5,3,4,113.2
3,1,9,31.34
1,1,2,10.479999999999999
3,2,5,72.81
2,2,4,87.60000000000001
2,0,7,18.990000000000002
5,2,2,49.49
4,5,18,268.03000000000003
2,0,6,9.25
5,3,17,69.31
3,4,5,143.81
4,1,7,19.13
2,2,8,223.04000000000002
4,3,7,211.29000000000002
3,3,5,110.92
4,2,7,19.900000000000002
2,2,11,299.09
5,4,11,149.41
5,1,17,57.11000000000001
5,5,22,79.28999999999999
3,4,18,211.81999999999996
4,2,7,150.14
2,1,8,26.889999999999997
5,0,1,9.79
3,1,12,95.77000000000001
3,3,8,80.02
2,1,6,14.05
3,1,5,20.25
4,0,0,0.0
5,3,5,80.53
3,0,3,6.68
3,3,2,47.57
1,1,9,39.940000000000005
4,2,27,81.25999999999999
4,4,7,155.3
2,0,11,25.94
3,3,9,217.01
6,5,9,126.30000000000001
3,3,5,139.95
4,2,5,151.07
3,4,7,212.13
3,1,19,40.169999999999995
6,2,8,30.470000000000002
2,0,9,19.79
4,0,7,15.240000000000002
4,0,5,11.22
6,4,18,121.01
3,1,7,26.68
3,0,0,0.0
4,2,15,66.91
4,5,7,71.35
4,4,10,147.81
3,1,7,22.779999999999998
4,0,0,0.0
4,2,7,140.38
5,4,16,296.84000000000003
3,4,10,87.2
4,1,4,88.09
3,2,12,185.16000000000003
5,3,12,246.07999999999998
3,2,4,56.52
3,1,6,160.35
4,4,7,143.58999999999997
1,2,1,35.91
5,4,7,104.27
6,3,7,163.58
4,0,7,20.25
5,0,5,16.77
3,2,4,10.36
4,0,1,9.82
3,1,6,81.99999999999999
3,1,3,13.7
5,1,25,82.33
5,0,0,0.0
4,3,9,126.17999999999999
4,3,4,87.22999999999999
4,5,6,147.87
3,1,5,93.22999999999999
1,1,16,64.50999999999999
4,0,3,7.970000000000001
3,2,13,137.9
5,4,16,391.5
2,1,15,75.21999999999998
4,4,9,93.64
4,0,6,19.1
3,3,4,84.65
4,0,7,25.15
4,3,9,147.5
3,2,3,70.88
4,2,5,18.240000000000002
2,1,6,23.91
3,2,9,150.76
1,0,10,36.019999999999996
4,4,5,102.27
4,0,17,39.250000000000014
4,2,5,107.91
5,2,7,113.36000000000001
4,2,14,52.7
4,5,11,165.72
4,2,8,75.63
4,1,6,27.810000000000002
4,0,0,0.0
5,4,15,205.79
3,3,14,248.06000000000003
5,2,1,33.92
3,3,3,96.24
2,3,13,131.53
3,1,13,50.65
2,4,3,81.94
3,2,8,49.47
4,1,10,27.28
4,2,8,124.92
4,1,6,19.33
3,4,12,285.43
4,3,14,239.75
2,4,10,273.07000000000005
1,1,9,44.71
3,2,19,64.25
2,2,3,58.959999999999994
2,1,4,19.53
2,2,10,177.79000000000002
3,2,17,71.47999999999999
4,4,12,278.61
2,1,13,157.46999999999997
3,0,1,2.5300000000000002
3,5,13,236.86
4,4,8,131.87
2,3,11,118.40999999999998
2,3,4,85.06
4,1,10,18.520000000000003
3,4,15,188.70000000000002
4,1,1,12.7
4,2,8,170.18
3,0,1,13.5
4,1,6,11.700000000000001
4,3,5,123.59000000000002
4,4,13,212.65
2,3,11,196.17000000000002
3,0,3,12.57
3,3,6,124.6
4,1,11,132.37
2,1,4,96.99000000000001
4,3,8,208.97000000000003
0,0,3,11.620000000000001
5,3,16,137.08
2,1,15,32.49
5,2,16,53.8
4,3,12,141.4
4,4,11,117.97999999999999
4,1,5,16.24
2,0,5,17.58
2,2,3,15.47
4,3,8,84.69
5,0,6,13.0
1,0,6,98.55999999999999
2,1,11,39.160000000000004
2,2,24,83.25999999999998
4,3,10,146.11
5,2,15,47.93000000000001
2,3,2,42.44
4,6,17,263.48
2,1,6,18.0
3,0,5,16.42
4,4,7,109.56
2,1,4,20.360000000000003
3,3,6,146.79
2,1,8,122.24
5,4,9,129.51
6,3,4,49.79
3,0,4,104.15
5,2,6,30.410000000000004
2,1,6,12.39
1,1,7,164.5
5,3,13,173.87
4,2,17,278.0
2,0,4,11.67
3,3,10,269.5
5,0,1,16.7
2,1,3,13.379999999999999
3,4,6,120.47999999999999
5,3,8,57.260000000000005
4,2,10,201.78000000000003
4,2,23,66.05000000000001
3,3,6,101.09
1,0,7,27.939999999999998
2,1,5,22.18
3,2,2,33.32
2,0,7,17.15
4,4,10,107.76
2,2,2,20.53
5,3,10,282.58
3,3,16,54.07000000000001
3,5,10,251.56
3,4,14,145.01999999999998
4,4,9,146.49
4,0,5,97.82
3,0,0,0.0
3,4,16,196.32000000000005
3,0,4,105.79
3,0,7,12.49
3,3,18,298.3
2,2,8,29.929999999999996
4,3,28,110.68
4,5,12,293.43000000000006
3,3,9,252.56
1,0,4,10.49
2,1,4,14.88
3,2,4,55.699999999999996
3,1,3,63.55
3,3,12,93.69999999999999
5,4,13,194.49
3,2,3,63.980000000000004
4,4,12,261.26
1,0,3,5.96
5,4,20,156.03
2,2,10,201.80999999999997
5,4,5,95.97999999999999
4,2,13,33.160000000000004
3,0,4,5.11
5,6,8,213.76
3,3,14,271.9
2,2,5,137.01999999999998
3,4,4,92.41
3,2,9,86.42999999999999
4,0,6,26.580000000000002
5,2,16,57.11
5,4,16,235.70000000000002
6,2,9,26.19
4,1,7,26.12
1,0,13,126.19
1,0,7,29.5
4,2,4,31.04
4,2,16,39.339999999999996
3,1,16,60.709999999999994
5,5,14,311.25
3,1,8,185.64000000000001
2,1,9,84.37
5,0,1,21.16
2,1,5,131.82999999999998
2,2,13,157.57000000000002
2,1,5,113.51
1,1,2,39.42
2,3,5,131.04999999999998
3,3,15,183.64
4,3,8,103.1
3,4,9,206.96
3,3,8,170.15000000000003
1,0,3,10.620000000000001
1,0,2,3.06
4,3,9,246.29999999999998
1,3,4,113.67
5,2,25,59.67999999999999
5,3,22,75.93000000000002
3,4,13,182.22
3,3,13,199.12
3,2,1,27.2
3,3,7,120.13999999999999
4,2,6,58.709999999999994
4,4,11,241.73999999999995
1,1,12,61.989999999999995
3,3,5,83.28
3,3,8,169.94
3,2,4,88.43
3,3,19,148.92000000000004
4,0,7,26.099999999999998
1,2,5,141.74
3,3,7,157.27
4,3,8,212.07
4,4,9,196.85000000000002
1,0,2,11.61
2,3,1,26.7
3,3,2,47.129999999999995
3,3,12,305.29
4,1,6,132.5
3,3,9,228.14000000000001
4,2,3,80.77
3,3,7,146.35
3,0,8,25.240000000000002
1,3,2,41.620000000000005
2,2,8,132.64999999999998
2,3,8,252.12999999999997
3,0,5,40.82
3,2,15,141.79000000000002
1,2,4,76.28
6,4,7,155.67000000000002
3,3,19,56.260000000000005
4,0,4,25.65
3,1,3,57.84
5,2,6,86.47
3,1,17,30.01
2,4,8,202.46000000000004
4,3,5,104.80000000000001
4,2,6,119.15
5,3,4,53.519999999999996
2,2,9,197.93
1,0,6,50.22
6,2,3,53.11
2,3,11,140.58
2,4,9,233.06999999999996
3,1,4,102.97999999999999
6,0,6,21.69
3,2,12,35.47
3,2,4,16.38
4,3,14,118.97
2,0,6,15.91
4,3,7,101.11
4,2,6,136.59
4,3,5,64.36
3,4,11,199.31
5,5,12,100.52
2,2,5,103.94
5,3,8,120.1
4,0,0,0.0
4,4,10,211.66
4,0,2,3.6
4,0,4,16.3
5,2,5,73.57
2,0,3,4.74
3,3,4,102.11999999999999
3,0,2,28.31
4,1,5,16.49
3,3,10,33.28
3,0,4,71.99
6,2,5,71.33000000000001
3,0,9,21.369999999999997
4,3,11,141.09
5,3,14,43.73
4,4,11,279.5799999999999
0,0,6,9.200000000000001
3,3,8,168.27
4,4,6,135.14
4,2,4,71.88
3,2,5,60.59
3,4,5,90.78
4,3,9,233.13
3,1,14,28.07
5,2,6,76.5
3,2,14,37.769999999999996
5,0,0,0.0
6,0,8,36.11000000000001
2,1,1,21.08
5,0,0,0.0
5,4,5,171.28
3,2,15,52.17
3,3,16,56.45
3,3,7,209.73
3,1,8,25.449999999999996
0,0,1,4.92
2,1,5,14.39
3,1,10,42.78
3,2,15,274.17
3,3,11,108.21
3,0,7,17.990000000000002
5,5,18,417.34000000000003
4,1,8,121.66
5,5,16,200.07999999999998
3,6,12,176.33999999999997
3,2,8,149.88000000000002
2,2,4,74.17
4,2,4,41.96
3,1,7,23.100000000000005
3,1,18,151.09
3,1,1,34.22
3,3,7,219.75
4,3,9,45.900000000000006
2,0,3,50.83
4,1,7,19.05
4,3,6,79.6
5,4,12,224.0
4,4,12,162.44999999999996
3,1,4,102.71
3,2,9,265.98
3,2,10,93.94
3,2,11,29.399999999999995
5,4,17,322.55
3,4,8,112.47
4,4,16,155.22000000000003
3,0,2,7.58
3,6,11,249.59000000000003
2,1,3,67.47999999999999
1,0,3,8.57
2,2,11,37.99
4,3,17,224.93
4,4,10,264.69000000000005
1,0,8,28.04
2,4,14,340.90000000000003
1,0,10,25.449999999999996
3,2,4,97.19999999999999
4,5,7,197.08
5,2,3,47.61
4,2,9,71.85000000000001
3,1,2,37.86
4,3,11,207.46999999999997
5,3,25,92.36
2,2,5,140.78
3,2,7,148.28
6,4,8,157.19
4,2,4,99.05000000000001
2,0,2,63.99
3,0,8,21.150000000000002
4,2,2,28.310000000000002
1,1,10,29.76
3,2,17,168.81
0,0,6,147.32
2,0,2,5.09
3,1,5,76.86
2,2,5,136.17999999999998
3,3,3,81.42
2,0,5,16.39
2,0,5,13.49
3,3,9,139.21999999999997
3,2,8,215.63000000000002
3,0,2,5.609999999999999
5,4,11,229.94
2,0,2,7.109999999999999
3,2,3,65.6
2,3,3,120.81
2,2,7,19.130000000000003
2,0,5,19.54
2,0,7,17.93
5,3,7,172.78
2,0,3,6.989999999999999
4,3,9,189.1
3,0,6,27.16
3,1,4,79.58
1,0,0,0.0
2,3,10,278.34999999999997
4,0,2,44.980000000000004
3,2,9,101.43
3,3,8,185.64000000000001
3,2,15,57.41999999999999
2,1,6,163.31
4,4,24,89.21000000000001
3,1,7,24.07
3,1,5,21.09
2,0,3,94.57
3,4,10,281.77
4,3,3,53.82
4,2,13,29.990000000000002
3,4,9,241.76999999999998
2,2,3,73.05
2,2,14,64.22
3,2,14,49.06
3,3,7,94.71
5,1,4,69.13
3,2,14,45.69
4,1,5,16.21
5,4,6,82.78
3,1,7,28.599999999999998
2,0,12,38.35
3,2,5,37.44
3,1,5,41.169999999999995
5,3,6,134.04000000000002
5,4,10,179.71999999999997
2,0,5,10.569999999999999
3,0,7,20.86
2,2,13,54.529999999999994
1,2,5,116.42
5,4,7,137.42000000000002
3,1,17,49.480000000000004
4,2,14,49.38
3,2,19,68.94
6,5,16,213.39
3,4,10,278.3
2,5,16,163.70999999999998
3,0,0,0.0
3,1,7,19.74
4,2,9,130.12
3,1,13,38.330000000000005
4,1,3,13.68
3,2,4,51.15
3,2,7,34.85
5,5,16,267.04999999999995
2,3,13,231.58000000000004
2,1,3,12.280000000000001
2,0,3,10.1
4,4,8,236.72999999999996
3,2,5,117.38
3,4,8,231.99
5,4,12,138.18
3,5,6,114.72
4,3,23,71.82
5,1,1,24.99
5,5,7,92.7
4,2,14,103.14999999999999
2,3,7,198.63000000000002
3,0,6,11.740000000000002
2,2,8,183.81
2,3,5,152.17000000000002
4,3,11,240.33
4,3,7,159.79
4,3,7,130.82000000000002
4,4,9,132.18
4,4,11,183.19000000000003
4,3,22,377.84
3,4,12,174.44
3,2,6,77.12
4,4,4,66.01
2,0,3,10.26
2,1,20,48.97
1,3,4,46.839999999999996
2,0,2,9.780000000000001
1,0,2,41.22
4,2,24,49.399999999999984
1,0,3,6.73
2,3,8,62.769999999999996
5,3,2,32.129999999999995
3,2,21,66.60000000000001
5,5,7,128.22000000000003
2,1,4,90.63
2,2,13,145.81
3,4,11,261.55
3,2,10,155.7
2,1,5,9.94
3,2,2,22.9
3,1,2,49.69
2,2,18,61.059999999999995
5,3,10,169.94
5,3,9,164.16
2,3,19,276.02
2,1,10,40.43
5,4,11,114.31000000000002
4,4,7,95.80999999999999
2,3,4,70.84
2,1,10,133.22
4,0,2,4.390000000000001
3,3,16,332.58000000000004
4,1,2,27.81
5,2,2,24.93
2,0,2,8.31
2,0,4,15.31
5,3,23,129.70999999999998
4,2,13,126.52
3,2,3,77.72
2,4,5,100.44
5,1,1,10.44
1,0,5,13.599999999999998
4,4,10,99.0
2,0,5,15.870000000000001
4,2,2,52.94
4,3,10,198.74
3,2,7,223.9
5,3,3,61.209999999999994
4,2,4,75.87
0,0,1,0.76
3,0,10,94.88000000000001
2,3,5,142.57
3,3,4,96.48
3,2,6,68.92999999999999
6,4,11,182.35999999999999
3,1,6,25.81
3,2,12,270.62
3,0,3,7.44
3,1,19,59.97000000000002
2,2,7,118.85000000000002
3,4,5,141.20999999999998
3,0,5,11.56
3,4,7,144.49
4,3,8,67.55
4,0,8,20.71
5,2,13,111.19999999999999
4,1,1,12.65
0,0,6,9.049999999999999
1,3,6,163.64
4,5,6,155.03
1,2,17,158.74
5,5,11,203.08999999999997
4,0,23,59.45
3,0,4,9.14
3,3,16,178.24
1,1,3,12.219999999999999
4,4,9,166.63000000000002
5,4,7,160.97
4,5,17,285.2
4,1,14,43.239999999999995
4,0,1,3.09
6,2,5,105.14
2,3,8,215.94
5,0,6,9.510000000000002
2,4,10,76.83000000000001
4,5,8,208.61999999999998
3,2,9,113.00999999999999
2,0,0,0.0
4,0,3,11.59
3,2,6,162.75
3,1,8,27.45
5,4,10,169.13
3,2,15,135.31
5,5,14,322.15000000000003
1,3,11,105.42000000000002
5,4,3,71.92999999999999
4,2,5,13.06
2,3,15,178.3
